pid,fid18_x,provcd18,urban18,gender_update,wa701code,wc3_b_2,ws3,ws4,ws5,ws602,ws604,wf501,wf502,wf601m,wf602m,wf603m,wf604m,wf801,wf802,wf803,wf804,wt1,wd503r,fincome1,fid18_y,tb4_a18_f,tb4_a18_m
530333501,530333,云南省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,既不同意也不反对,不同意,不同意,同意,否,不适用,,530333,小学,文盲/半文盲
530335106,607351,云南省,乡村,男,不适用,小学,,,,,,,,,,,,,,,,,,65000.0,607351,高中,初中
530335107,530335,云南省,乡村,女,不适用,小学,普通小学,不适用,不适用,是,是重点班,良,良,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,既不同意也不反对,同意,不同意,不同意,否,不适用,100000.0,530335,初中,初中
530335551,607351,云南省,乡村,男,不适用,幼儿园/学前班,,,,,,,,,,,,,,,,,,65000.0,607351,高中,初中
530336104,530336,云南省,乡村,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,从不,同意,同意,同意,同意,否,不适用,20000.0,530336,文盲/半文盲,文盲/半文盲
530337106,530337,云南省,乡村,男,不适用,初中,不适用,普通初中,不适用,是,不是重点班,良,良,很少（每月1次）,很少（每月1次）,很少（每月1次）,偶尔（每周1次）,不同意,同意,同意,同意,否,不适用,30000.0,530337,文盲/半文盲,文盲/半文盲
530338601,530338,贵州省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,36000.0,530338,文盲/半文盲,小学
530341105,530341,云南省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,不同意,不同意,否,不适用,30000.0,530341,初中,初中
530341601,530341,云南省,乡村,男,回族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,30000.0,530341,初中,初中
530344106,530344,云南省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,十分同意,不同意,否,不适用,70000.0,530344,初中,初中
530345552,530345,云南省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,偶尔（每周1次）,不适用,不适用,既不同意也不反对,既不同意也不反对,同意,同意,否,不适用,27300.0,530345,初中,初中
530347501,530347,云南省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,不同意,不同意,否,不适用,60000.0,530347,小学,初中
530353105,266652,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,不是重点班,良,良,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,否,4000,,266652,初中,文盲/半文盲
530354503,530354,云南省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很少（每月1次）,不适用,不适用,不适用,不适用,不适用,不同意,否,0,48340.0,530354,初中,高中
530356401,530356,云南省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,十分同意,同意,不同意,否,不适用,80000.0,530356,初中,小学
530356601,530356,云南省,乡村,男,壮族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,80000.0,530356,初中,小学
530361104,530361,云南省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,同意,十分同意,不同意,不同意,否,不适用,44100.0,530361,小学,小学
530361401,530361,云南省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,44100.0,530361,小学,小学
530366103,530366,云南省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,很经常（每周5-7次）,十分同意,同意,十分同意,十分同意,否,不适用,10000.0,530366,初中,初中
530371602,530371,云南省,城镇,男,彝族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,48300.0,530371,初中,初中
530373502,530373,云南省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,不同意,同意,否,600,20670.0,530373,小学,初中
530375401,175537,云南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,否,0,10000.0,175537,小学,小学
530376401,530376,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,中,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,不同意,不同意,否,不适用,30000.0,530376,小学,初中
530377103,530377,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,不适用,很经常（每周5-7次）,不适用,很经常（每周5-7次）,十分同意,同意,十分同意,十分同意,是,2000,66460.0,530377,初中,高中
530381104,530381,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,偶尔（每周1次）,很经常（每周5-7次）,经常（每周2-4次）,十分同意,同意,既不同意也不反对,同意,否,不适用,50000.0,530381,小学,初中
530382104,530382,云南省,城镇,女,不适用,高中/中专/技校/职高,不适用,不适用,普通高中,否,就读学校没有重点班和非重点班的区分,良,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,不同意,不同意,否,0,79400.0,530382,文盲/半文盲,小学
530382501,530382,云南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,十分同意,十分同意,否,不适用,79400.0,530382,文盲/半文盲,小学
530386104,530386,云南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,不同意,同意,否,不适用,61484.0,530386,小学,文盲/半文盲
530386601,530386,云南省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,61484.0,530386,小学,文盲/半文盲
530388502,530388,云南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,不同意,不同意,同意,否,不适用,35150.0,530388,小学,小学
530391401,530391,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用,40000.0,530391,初中,初中
530393105,530393,云南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,同意,同意,同意,同意,是,4800,140000.0,530393,小学,小学
530393501,530393,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,从不,很经常（每周5-7次）,偶尔（每周1次）,同意,同意,同意,不同意,是,4200,140000.0,530393,小学,小学
530397104,530397,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,十分同意,同意,同意,十分同意,否,不适用,160000.0,530397,初中,初中
530399401,530399,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,同意,不同意,同意,同意,否,不适用,90000.0,530399,高中,初中
530399551,530399,云南省,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,90000.0,530399,高中,初中
530403106,530403,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用,110000.0,530403,小学,初中
530403551,530403,广东省,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,110000.0,530403,小学,初中
530405401,530405,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,十分同意,十分同意,十分同意,十分同意,否,不适用,100000.0,530405,文盲/半文盲,文盲/半文盲
530408104,530408,云南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,120000.0,530408,初中,初中
530409401,530409,云南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,75000.0,530409,文盲/半文盲,高中
530409621,589441,云南省,乡村,男,汉族,不适用,,,,,,,,,,,,,,,,,,,589441,不适用,高中
530410104,530410,云南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,很少（每月1次）,十分同意,同意,十分同意,同意,否,不适用,75000.0,530410,文盲/半文盲,初中
530414105,530414,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,同意,不同意,十分同意,同意,否,不适用,50000.0,530414,小学,初中
530417602,530417,云南省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,120000.0,530417,初中,初中
530419103,530419,云南省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,优,优,不适用,经常（每周2-4次）,不适用,很经常（每周5-7次）,同意,既不同意也不反对,不同意,同意,否,不适用,65000.0,530419,初中,高中
530421104,530421,云南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,不适用,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,不同意,否,不适用,60000.0,530421,小学,小学
530421601,530421,云南省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,60000.0,530421,小学,小学
530430551,530430,云南省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,135000.0,530430,初中,小学
530430552,589459,云南省,城镇,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,从不,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,300000.0,589459,不适用,大专
530448105,530448,云南省,城镇,男,不适用,初中,不适用,普通初中,不适用,是,就读学校没有重点班和非重点班的区分,差,差,偶尔（每周1次）,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,既不同意也不反对,不同意,同意,不同意,是,12000,175000.0,530448,初中,大学本科
530451103,530451,云南省,城镇,女,不适用,小学,普通小学,不适用,不适用,不知道,就读学校没有重点班和非重点班的区分,良,良,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,同意,不同意,否,不适用,91750.0,530451,高中,小学
530452552,530452,云南省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,35000.0,530452,初中,大专
531344551,531344,辽宁省,乡村,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,237600.0,531344,初中,初中
532090602,532090,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,21000.0,532090,高中,初中
533212621,607455,辽宁省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,30000.0,607455,初中,初中
533728521,255032,北京市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,不同意,否,不适用,115000.0,255032,初中,初中
534869602,520203,广西壮族自治区,乡村,女,苗族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,100000.0,520203,高中,高中
535419502,535419,陕西省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,不同意,同意,是,2400,180000.0,535419,大学本科,大学本科
535419601,535419,陕西省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,180000.0,535419,大学本科,大学本科
537241601,537241,甘肃省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,0.0,537241,不适用,高中
544225501,544225,河北省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,不同意,否,不适用,90000.0,544225,初中,高中
544225601,544225,河北省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,90000.0,544225,初中,高中
546249601,546249,辽宁省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,30000.0,546249,初中,初中
546268601,546268,浙江省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,100000.0,546268,高中,初中
550203605,550203,安徽省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,13000.0,550203,初中,初中
550566401,550566,广西壮族自治区,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,73400.0,550566,初中,初中
550566501,550566,广西壮族自治区,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,73400.0,550566,初中,初中
550566551,550566,广西壮族自治区,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,73400.0,550566,初中,初中
551256603,551256,广东省,城镇,女,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,400,10000.0,551256,小学,初中
551256604,551256,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,10000.0,551256,小学,初中
551867401,551867,辽宁省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,十分不同意,否,不适用,40000.0,551867,初中,初中
553427551,553427,山西省,缺失,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,同意,否,5000,215000.0,553427,硕士,硕士
554060601,620186,内蒙古自治区,缺失,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,65000.0,620186,高中,高中
554155601,554155,新疆维吾尔自治区,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,27500.0,554155,小学,文盲/半文盲
555093401,555093,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,不同意,同意,同意,同意,否,不适用,40000.0,555093,初中,初中
555121604,555121,甘肃省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,,555121,初中,初中
556126601,556126,安徽省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,88000.0,556126,大学本科,大专
558334602,558334,安徽省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,70000.0,558334,小学,初中
564770401,564770,河南省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,同意,不同意,否,不适用,30000.0,564770,小学,小学
564770602,564770,河南省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,30000.0,564770,小学,小学
566351601,566351,河南省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,40000.0,566351,大专,大学本科
566801602,566801,河南省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,0.0,566801,高中,高中
568786501,210610,辽宁省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,十分同意,否,不适用,62600.0,210610,初中,初中
569056602,569056,广东省,城镇,女,汉族,小学,普通小学,不适用,不适用,否,不是重点班,良,优,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,从不,不适用,不适用,不适用,不适用,不适用,不适用,300000.0,569056,缺失,小学
570823603,570823,贵州省,城镇,男,苗族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,106000.0,570823,文盲/半文盲,小学
570927401,570927,广东省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,不适用,很少（每月1次）,很少（每月1次）,偶尔（每周1次）,十分不同意,不同意,十分同意,不同意,否,不适用,32800.0,570927,文盲/半文盲,文盲/半文盲
570927602,570927,广东省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,32800.0,570927,文盲/半文盲,文盲/半文盲
573304604,573304,甘肃省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,60000.0,573304,大学本科,大学本科
574841602,574841,河北省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,95000.0,574841,初中,初中
575018603,575018,河北省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,150000.0,575018,初中,初中
575417601,575417,山西省,城镇,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,从不,从不,从不,十分不同意,十分不同意,十分不同意,十分不同意,否,不适用,,575417,高中,大专
575417602,575417,山西省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,,575417,高中,大专
579504401,579504,江西省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,不同意,是,0,50000.0,579504,初中,初中
579504402,579504,江西省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,是,250,50000.0,579504,初中,初中
586075603,586075,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,47660.0,586075,高中,高中
586593551,586593,辽宁省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,很少（每月1次）,很经常（每周5-7次）,同意,不同意,同意,同意,是,600,120000.0,586593,初中,初中
587185606,587185,广东省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,40000.0,587185,不适用,小学
588778601,520198,云南省,城镇,女,苗族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,十分同意,十分同意,十分同意,十分同意,否,180,63500.0,520198,初中,不适用
591195602,591195,甘肃省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,80000.0,591195,高中,高中
591992602,591992,贵州省,缺失,女,瑶族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,,591992,大学本科,缺失
593762602,593762,山西省,城镇,女,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,不同意,不同意,同意,同意,否,不适用,30000.0,593762,高中,大专
593762603,593762,山西省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,30000.0,593762,高中,大专
595694601,595694,辽宁省,城镇,男,汉族,托儿所,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,,595694,初中,小学
596695401,596695,辽宁省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,偶尔（每周1次）,很少（每月1次）,十分同意,同意,十分同意,十分同意,否,不适用,30000.0,596695,初中,初中
600365551,600365,黑龙江省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,同意,十分不同意,同意,十分同意,是,16000,162000.0,600365,大学本科,大学本科
601636601,601636,山东省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,20000.0,601636,不适用,高中
604391601,604391,广东省,城镇,男,汉族,托儿所,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,很经常（每周5-7次）,既不同意也不反对,既不同意也不反对,既不同意也不反对,同意,否,不适用,,604391,不适用,大专
604391602,604391,广东省,城镇,女,汉族,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,不同意,既不同意也不反对,否,不适用,,604391,不适用,大专
604908621,6049081,广东省,城镇,女,汉族,不适用,,,,,,,,,,,,,,,,,,,6049081,初中,初中
606113601,606113,四川省,乡村,女,彝族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,7000.0,606113,小学,文盲/半文盲
609066602,621528,甘肃省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,35800.0,621528,文盲/半文盲,初中
610003105,915805,陕西省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,不适用,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用,20000.0,915805,小学,小学
610009103,610009,陕西省,乡村,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,差,很经常（每周5-7次）,很少（每月1次）,经常（每周2-4次）,从不,不同意,十分不同意,同意,不同意,是,6500,45000.0,610009,小学,初中
