pid,fid18,provcd18,urban18,gender_update,wa701code,wc3_b_2,ws3,ws4,ws5,ws602,ws604,wf501,wf502,wf601m,wf602m,wf603m,wf604m,wf801,wf802,wf803,wf804,wt1,wd503r
475169401,475169,辽宁省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,不适用,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,否,不适用
484672432,484672,甘肃省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,偶尔（每周1次）,同意,同意,同意,同意,是,5000
489620401,489620,四川省,乡村,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,良,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,同意,不同意,否,不适用
491399501,491399,山西省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,不同意,是,10000
494985401,494985,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,从不,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,同意,不同意,否,不适用
500005401,500005,重庆市,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,是,22800
500012552,500012,重庆市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,不同意,不同意,否,不适用
500023105,500023,重庆市,城镇,男,不适用,初中,不适用,普通初中,不适用,是,不是重点班,中,差,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,很少（每月1次）,不同意,不同意,同意,同意,否,不适用
500033104,500033,重庆市,城镇,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,差,中,从不,从不,很经常（每周5-7次）,从不,十分同意,不同意,不同意,不同意,否,不适用
500141105,500141,重庆市,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,很少（每月1次）,很少（每月1次）,很经常（每周5-7次）,从不,同意,十分同意,十分同意,同意,否,不适用
500141106,500141,重庆市,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,差,经常（每周2-4次）,从不,很经常（每周5-7次）,从不,同意,同意,十分同意,不同意,否,不适用
500142401,500142,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,不知道,不是重点班,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
500143106,661444,重庆市,乡村,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,4000
500143401,500143,重庆市,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
500145105,163661,重庆市,乡村,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,中,差,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,从不,同意,十分同意,十分同意,同意,否,不适用
500145106,163661,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,差,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,不同意,十分同意,同意,否,3000
500147551,500147,重庆市,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
500157501,500157,重庆市,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,十分同意,十分同意,同意,十分同意,否,不适用
500157551,500157,重庆市,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
500165104,192853,重庆市,乡村,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,很经常（每周5-7次）,从不,从不,十分同意,不同意,十分同意,同意,否,不适用
500165105,192853,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,从不,从不,十分同意,不同意,十分同意,十分同意,否,不适用
500167502,500167,广东省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
500173502,233609,福建省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,不同意,不同意,同意,不同意,否,不适用
500173551,233609,福建省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,不适用,不适用,不适用,不适用,不适用,不同意,否,不适用
500175108,533825,重庆市,乡村,女,不适用,初中,不适用,普通初中,不适用,是,不是重点班,中,中,不适用,偶尔（每周1次）,经常（每周2-4次）,不适用,同意,同意,不同意,不同意,否,不适用
500175109,661473,重庆市,乡村,男,不适用,初中,不适用,普通初中,不适用,是,不是重点班,优,优,不适用,很少（每月1次）,从不,从不,既不同意也不反对,既不同意也不反对,同意,同意,否,不适用
500175401,661473,重庆市,乡村,女,不适用,小学,,,,,,,,,,,,,,,,,
500176104,500176,广东省,缺失,女,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,良,中,很少（每月1次）,很少（每月1次）,很少（每月1次）,很少（每月1次）,同意,同意,同意,同意,否,不适用
500177401,500177,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,同意,十分同意,十分同意,否,不适用
500178104,500178,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,良,优,偶尔（每周1次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,同意,十分同意,十分同意,同意,否,不适用
500182104,569775,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,不适用,不是重点班,差,差,很经常（每周5-7次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,不同意,否,不适用
500189104,500189,重庆市,乡村,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,良,良,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,不同意,不同意,同意,既不同意也不反对,否,不适用
500189571,500189,重庆市,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,很少（每月1次）,同意,不同意,同意,同意,否,不适用
500192105,500192,重庆市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,偶尔（每周1次）,从不,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,同意,不同意,否,不适用
500195104,500195,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,不适用,很少（每月1次）,从不,从不,十分同意,同意,十分同意,同意,否,不适用
500229104,500229,重庆市,乡村,女,不适用,初中,不适用,普通初中,不适用,是,不是重点班,中,中,从不,很少（每月1次）,偶尔（每周1次）,不适用,十分同意,十分同意,十分同意,十分同意,否,不适用
500230103,173544,重庆市,乡村,女,不适用,高中/中专/技校/职高,不适用,不适用,普通高中,是,是重点班,中,差,很少（每月1次）,很少（每月1次）,很经常（每周5-7次）,很少（每月1次）,同意,同意,同意,同意,否,0
500233106,289377,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,很少（每月1次）,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,同意,十分同意,十分同意,同意,是,1600
500238107,272177,重庆市,城镇,女,不适用,初中,不适用,普通初中,不适用,是,不是重点班,良,良,从不,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
500238501,500238,重庆市,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,1000
500238601,500238,重庆市,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
500241401,500241,重庆市,乡村,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,良,不适用,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,十分同意,十分同意,十分同意,否,不适用
500241402,500241,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,从不,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,十分同意,十分同意,同意,否,不适用
500247105,415133,重庆市,乡村,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,中,从不,偶尔（每周1次）,从不,从不,同意,同意,同意,同意,否,不适用
500251106,147220,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,中,从不,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
500251501,500251,重庆市,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,十分同意,十分同意,十分同意,十分同意,否,不适用
500252104,500252,重庆市,乡村,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,十分同意,同意,十分同意,否,不适用
500256107,500256,广东省,缺失,男,不适用,小学,普通小学,不适用,不适用,不适用,是重点班,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,十分同意,十分同意,十分同意,十分同意,是,3480
500264105,350809,重庆市,城镇,女,不适用,初中,不适用,普通初中,不适用,否,是重点班,中,良,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,同意,同意,是,1000
500271551,500271,重庆市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用
500271552,500271,重庆市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很少（每月1次）,偶尔（每周1次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用
500277103,500277,重庆市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,差,偶尔（每周1次）,很少（每月1次）,很经常（每周5-7次）,经常（每周2-4次）,十分不同意,十分不同意,不同意,不同意,否,不适用
500285105,500285,重庆市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,差,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,不同意,十分不同意,同意,不同意,否,不适用
500285551,500285,重庆市,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
500319431,500319,重庆市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,很少（每月1次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,不同意,同意,同意,是,5000
500329105,500329,重庆市,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,差,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,十分不同意,同意,同意,不同意,否,不适用
500362106,500362,重庆市,城镇,女,汉族,初中,不适用,普通初中,不适用,是,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,从不,十分同意,十分同意,十分同意,十分同意,否,不适用
500362107,500362,重庆市,城镇,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,良,很少（每月1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,不同意,十分不同意,十分不同意,不同意,否,不适用
500363551,500363,重庆市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,是,1500
500363621,533924,广东省,缺失,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
500364105,500364,重庆市,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,不同意,同意,不同意,否,4500
500364501,500364,重庆市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,同意,不同意,否,不适用
500364521,154360,重庆市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,十分同意,否,不适用
500369601,500369,重庆市,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
500374103,291810,重庆市,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,中,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
500374104,291810,重庆市,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,良,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,否,1850
500375106,500375,重庆市,城镇,男,不适用,小学,普通小学,不适用,不适用,是,是重点班,良,优,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,否,不适用
500375501,500375,重庆市,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,同意,不同意,否,不适用
500376571,569878,重庆市,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
500386103,500386,重庆市,城镇,女,不适用,小学,普通小学,不适用,不适用,是,是重点班,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很少（每月1次）,很经常（每周5-7次）,不同意,不同意,十分同意,不同意,否,不适用
500386401,500386,重庆市,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,十分不同意,否,1600
509436602,509436,江西省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
509534401,509534,河北省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,不同意,同意,同意,是,1000
509534501,509534,河北省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,偶尔（每周1次）,偶尔（每周1次）,同意,不同意,不同意,同意,是,1000
509610621,587867,辽宁省,城镇,女,回族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,是,1500
509809401,509809,陕西省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,既不同意也不反对,既不同意也不反对,同意,同意,否,不适用
509809551,509809,陕西省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510007105,510007,四川省,城镇,男,不适用,初中,不适用,普通初中,不适用,是,不是重点班,良,优,偶尔（每周1次）,很少（每月1次）,很少（每月1次）,很少（每月1次）,同意,同意,同意,既不同意也不反对,否,不适用
510017401,510017,四川省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,从不,十分同意,不同意,同意,十分同意,否,不适用
510036104,510036,四川省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,不是重点班,优,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用
510036601,510036,四川省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510037401,510037,四川省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,十分同意,同意,不同意,同意,否,不适用
510039502,510039,四川省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,不同意,否,2300
510041502,510041,四川省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,同意,同意,是,6000
510041571,510041,四川省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510044105,510044,四川省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,是重点班,中,中,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,不同意,否,不适用
510044601,510044,四川省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510048105,510048,四川省,城镇,男,不适用,初中,不适用,普通初中,不适用,是,是重点班,中,中,偶尔（每周1次）,很少（每月1次）,经常（每周2-4次）,从不,同意,同意,同意,同意,是,6000
510050104,510050,四川省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,十分同意,十分同意,十分同意,是,2000
510050602,510050,四川省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510056401,510056,四川省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,十分不同意,不同意,同意,不同意,否,2100
510057103,510057,四川省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,良,差,从不,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,不同意,同意,同意,不同意,否,不适用
510057401,510057,四川省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,很经常（每周5-7次）,从不,同意,十分不同意,十分不同意,不同意,否,不适用
510058104,510058,四川省,城镇,女,不适用,初中,不适用,普通初中,不适用,不知道,是重点班,优,良,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,同意,不同意,不同意,是,7000
510059552,510059,四川省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
510060105,510060,四川省,城镇,女,汉族,小学,普通小学,不适用,不适用,不适用,不是重点班,中,良,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,很少（每月1次）,不同意,不同意,同意,不同意,否,不适用
510060401,510060,四川省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,否,不适用
510061501,510061,四川省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,很经常（每周5-7次）,偶尔（每周1次）,十分同意,十分同意,十分同意,十分同意,否,不适用
510068103,510068,四川省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,不同意,同意,同意,不同意,否,不适用
510071105,510071,四川省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,偶尔（每周1次）,经常（每周2-4次）,从不,不同意,不同意,同意,同意,否,不适用
510096551,510096,四川省,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510103104,510103,四川省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,中,不适用,从不,不适用,从不,十分同意,同意,同意,同意,是,3000
510107602,510107,四川省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510118105,510118,四川省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,中,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
510120401,510120,四川省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,是,4000
510120551,510120,四川省,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,是,0
510121401,510121,四川省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,不同意,同意,不同意,不同意,否,不适用
510124401,510124,四川省,城镇,女,不适用,小学,普通小学,不适用,不适用,不知道,就读学校没有重点班和非重点班的区分,优,中,很经常（每周5-7次）,很经常（每周5-7次）,偶尔（每周1次）,经常（每周2-4次）,十分同意,同意,同意,同意,是,10000
510124601,510124,四川省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510129551,510129,四川省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
510133551,291956,四川省,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,是,30000
510138105,510138,四川省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,不同意,否,2300
510138401,510138,四川省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,不同意,不同意,是,1500
510138601,510138,四川省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510159401,510159,四川省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,差,从不,从不,很经常（每周5-7次）,很少（每月1次）,不同意,不同意,同意,不同意,否,不适用
510159601,510159,四川省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510161552,510161,四川省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510164104,510164,四川省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,同意,不同意,不同意,不同意,是,6000
510165105,510165,四川省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,很少（每月1次）,同意,不同意,十分同意,同意,是,1460
510167105,510167,四川省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,同意,同意,同意,同意,是,1860
510170401,510170,四川省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,经常（每周2-4次）,很少（每月1次）,偶尔（每周1次）,不同意,不同意,同意,同意,否,不适用
510172401,510172,四川省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,不同意,不同意,同意,不同意,否,600
510172602,510172,四川省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
510174501,510174,四川省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,同意,同意,否,100
